#资金帐户     |交易市场|证券账户    |证券代码     |可用股份数           |成本价
#FundAcc C12|Market|SecuAcc    |StockCode C6|StkAvlQty          |CostPrice
B880000384  |1     |B880000384 |600000      |1000000000                |0
B880000384  |1     |B880000384 |600620      |1000000000                |0
B880000384  |1     |B880000384 |600621      |1000000000                |0
B880000384  |1     |B880000384 |600622      |1000000000                |0
B880000384  |1     |B880000384 |600623      |1000000000                |0
B880000384  |1     |B880000384 |600624      |1000000000                |0
B880000384  |1     |B880000384 |600626      |1000000000                |0
B880000384  |1     |B880000384 |600628      |1000000000                |0
B880000384  |1     |B880000384 |600629      |1000000000                |0
B880000384  |1     |B880000384 |600630      |1000000000                |0
B880000384  |1     |B880000384 |600633      |1000000000                |0
B880000384  |1     |B880000384 |600634      |1000000000                |0
B880000384  |1     |B880000384 |600635      |1000000000                |0
B880000384  |1     |B880000384 |600636      |1000000000                |0
B880000384  |1     |B880000384 |600637      |1000000000                |0
B880000384  |1     |B880000384 |600638      |1000000000                |0
B880000384  |1     |B880000384 |600639      |1000000000                |0
B880000384  |1     |B880000384 |600640      |1000000000                |0
B880000384  |1     |B880000384 |600641      |1000000000                |0
B880000384  |1     |B880000384 |600642      |1000000000                |0
B880000384  |1     |B880000384 |600643      |1000000000                |0
B880000384  |1     |B880000384 |600644      |1000000000                |0
B880000384  |1     |B880000384 |600645      |1000000000                |0
B880000384  |1     |B880000384 |600647      |1000000000                |0
B880000384  |1     |B880000384 |600648      |1000000000                |0
B880000384  |1     |B880000384 |600649      |1000000000                |0
B880000384  |1     |B880000384 |600650      |1000000000                |0
B880000384  |1     |B880000384 |600651      |1000000000                |0
B880000384  |1     |B880000384 |600652      |1000000000                |0
B880000384  |1     |B880000384 |600653      |1000000000                |0
B880000384  |1     |B880000384 |600654      |1000000000                |0
B880000384  |1     |B880000384 |600655      |1000000000                |0
B880000384  |1     |B880000384 |600657      |1000000000                |0
B880000384  |1     |B880000384 |600658      |1000000000                |0
B880000384  |1     |B880000384 |600660      |1000000000                |0
B880000384  |1     |B880000384 |600661      |1000000000                |0
B880000384  |1     |B880000384 |600662      |1000000000                |0
B880000384  |1     |B880000384 |600663      |1000000000                |0
B880000384  |1     |B880000384 |600664      |1000000000                |0
B880000384  |1     |B880000384 |600665      |1000000000                |0
B880000384  |1     |B880000384 |600666      |1000000000                |0
B880000384  |1     |B880000384 |600667      |1000000000                |0
B880000384  |1     |B880000384 |600668      |1000000000                |0
B880000384  |1     |B880000384 |600671      |1000000000                |0
B880000384  |1     |B880000384 |600673      |1000000000                |0
B880000384  |1     |B880000384 |600674      |1000000000                |0
B880000384  |1     |B880000384 |600675      |1000000000                |0
B880000384  |1     |B880000384 |600676      |1000000000                |0
B880000384  |1     |B880000384 |600677      |1000000000                |0
B880000384  |1     |B880000384 |600678      |1000000000                |0
B880000384  |1     |B880000384 |600679      |1000000000                |0
B880000384  |1     |B880000384 |600680      |1000000000                |0
B880000384  |1     |B880000384 |600681      |1000000000                |0
B880000384  |1     |B880000384 |600682      |1000000000                |0
B880000384  |1     |B880000384 |600683      |1000000000                |0
B880000384  |1     |B880000384 |600684      |1000000000                |0
B880000384  |1     |B880000384 |600685      |1000000000                |0
B880000384  |1     |B880000384 |600686      |1000000000                |0
B880000384  |1     |B880000384 |600687      |1000000000                |0
B880000384  |1     |B880000384 |600688      |1000000000                |0
B880000384  |1     |B880000384 |600689      |1000000000                |0
B880000384  |1     |B880000384 |600690      |1000000000                |0
B880000384  |1     |B880000384 |600691      |1000000000                |0
B880000384  |1     |B880000384 |600692      |1000000000                |0
B880000384  |1     |B880000384 |600693      |1000000000                |0
B880000384  |1     |B880000384 |600694      |1000000000                |0
B880000384  |1     |B880000384 |600695      |1000000000                |0
B880000384  |1     |B880000384 |600696      |1000000000                |0
B880000384  |1     |B880000384 |600697      |1000000000                |0
B880000384  |1     |B880000384 |600698      |1000000000                |0
B880000384  |1     |B880000384 |600699      |1000000000                |0
B880000384  |1     |B880000384 |600701      |1000000000                |0
B880000384  |1     |B880000384 |600702      |1000000000                |0
B880000384  |1     |B880000384 |600703      |1000000000                |0
B880000384  |1     |B880000384 |600704      |1000000000                |0
B880000384  |1     |B880000384 |600705      |1000000000                |0
B880000384  |1     |B880000384 |600706      |1000000000                |0
B880000384  |1     |B880000384 |600707      |1000000000                |0
B880000384  |1     |B880000384 |600708      |1000000000                |0
B880000384  |1     |B880000384 |600710      |1000000000                |0
B880000384  |1     |B880000384 |600711      |1000000000                |0
B880000384  |1     |B880000384 |600712      |1000000000                |0
B880000384  |1     |B880000384 |600713      |1000000000                |0
B880000384  |1     |B880000384 |600714      |1000000000                |0
B880000384  |1     |B880000384 |600715      |1000000000                |0
B880000384  |1     |B880000384 |600716      |1000000000                |0
B880000384  |1     |B880000384 |600717      |1000000000                |0
B880000384  |1     |B880000384 |600718      |1000000000                |0
B880000384  |1     |B880000384 |600719      |1000000000                |0
B880000384  |1     |B880000384 |600720      |1000000000                |0
B880000384  |1     |B880000384 |600721      |1000000000                |0
B880000384  |1     |B880000384 |600722      |1000000000                |0
B880000384  |1     |B880000384 |600723      |1000000000                |0
B880000384  |1     |B880000384 |600724      |1000000000                |0
B880000384  |1     |B880000384 |600725      |1000000000                |0
B880000384  |1     |B880000384 |600726      |1000000000                |0
B880000384  |1     |B880000384 |600727      |1000000000                |0
B880000384  |1     |B880000384 |600728      |1000000000                |0
B880000384  |1     |B880000384 |600729      |1000000000                |0
